0.000000000000000000e+00 -4.605170185988090914e+00 -4.202217794714133703e+00 -3.799265403440175159e+00 -3.396313012166217504e+00 -2.993360620892259405e+00 -2.590408229618301306e+00 -2.187455838344343650e+00 -1.784503447070385773e+00 -1.381551055796427674e+00 -9.785986645224694636e-01 -5.756462732485114753e-01 -1.726938819745537645e-01 2.302585092994037519e-01 6.332109005733623786e-01 1.036163291847319812e+00 1.439115683121278577e+00 1.842068074395236232e+00 2.245020465669193666e+00 2.647972856943152209e+00 3.050925248217109864e+00 3.453877639491068408e+00 3.856830030765026063e+00 4.259782422038983718e+00 4.662734813312940929e+00 5.065687204586899028e+00 5.468639595860858016e+00 5.871591987134816115e+00 6.274544378408773326e+00 6.677496769682731426e+00 7.080449160956688637e+00 7.483401552230648512e+00 7.886353943504605724e+00 8.289306334778563823e+00 8.692258726052521922e+00 9.095211117326478245e+00 9.498163508600438121e+00 9.901115899874396220e+00 1.030406829114835432e+01 1.070702068242231064e+01 1.110997307369626874e+01 1.151292546497022862e+01
-1.053605156578262814e-01 -1.354734233952079337e-05 -2.020206273458597634e-05 -3.007573690125377511e-05 -4.466437386767097104e-05 -6.608519301266528687e-05 -9.724474471149076337e-05 -1.419388413578200384e-04 -2.047091668130403990e-04 -2.901103863637859073e-04 -4.008333542375202467e-04 -5.341001409661572845e-04 -6.764885036924174651e-04 -7.997161158359981405e-04 -8.635759668969516080e-04 -8.325213655794707962e-04 -7.015126439748190553e-04 -5.088225488014624194e-04 -3.157376823491415616e-04 -1.684518793918948244e-04 -7.842044345487182049e-05 -3.253716339343658834e-05 -1.231561274563529954e-05 -4.347167968489511692e-06 -1.457906389567206759e-06 -4.714174740590921063e-07 -1.485959267718444916e-07 -4.602322186615207126e-08 -1.408446020956852097e-08 -4.275376552533387359e-09 -1.290706855643916817e-09 -3.882214251807231634e-10 -1.164813982744871818e-10 -3.489098807649515909e-11 -1.043968950414738992e-11 -3.121325718636341973e-12 -9.327702163059937019e-13 -2.786543676057804323e-13 -8.322628226983078414e-14 -2.485367381168088186e-14 -7.421258347395541523e-15 -2.215826077519080053e-15
1.270052039547348299e-01 -1.373890059110619252e-05 -2.049092118016335024e-05 -3.051290351287383365e-05 -4.532941991902838830e-05 -6.710417294852357144e-05 -9.882101779210000899e-05 -1.444067907865743516e-04 -2.086274361323870342e-04 -2.964181840424821076e-04 -4.110900693058787674e-04 -5.507830450609430429e-04 -7.031726725586820957e-04 -8.406602897387441915e-04 -9.219884061628832702e-04 -9.073457224846837813e-04 -7.846861364756860463e-04 -5.868227763600258277e-04 -3.765178676969414655e-04 -2.077069566651001042e-04 -9.971857628631739586e-05 -4.247605413726698029e-05 -1.641969059602629431e-05 -5.889468108878469769e-06 -1.998470011385554748e-06 -6.516348923925215033e-07 -2.066045734391178964e-07 -6.424727396115274715e-08 -1.971548557119147720e-08 -5.995804601830506993e-09 -1.812358798403169564e-09 -5.455838359866985827e-10 -1.637886486540489498e-10 -4.908003192804841737e-11 -1.468889711059348853e-11 -4.392525895058694965e-12 -1.312801797918760314e-12 -3.922141717812442848e-13 -1.171493659041460654e-13 -3.498523244105448405e-14 -1.044675859782527657e-14 -3.119221801382317711e-15
3.593709235672958857e-01 -1.280030421081640836e-05 -1.909352528043757344e-05 -2.843756678974930226e-05 -4.225859855574490672e-05 -6.258538518976370952e-05 -9.222623679254551312e-05 -1.349005816409171784e-04 -1.951759530674471068e-04 -2.779055320775613755e-04 -3.866552658548954072e-04 -5.205162023259016398e-04 -6.692017962977510641e-04 -8.082320173843799424e-04 -8.993773175131217299e-04 -9.029638250096237760e-04 -8.016401798444988333e-04 -6.192270815836751173e-04 -4.121600282216344589e-04 -2.362445864430487007e-04 -1.176373055414000273e-04 -5.174223253479897944e-05 -2.053411482404929650e-05 -7.516564283772064908e-06 -2.589343319021830203e-06 -8.534942814807598796e-07 -2.726716887302042351e-07 -8.523907552099450145e-08 -2.625144438407976826e-08 -8.003006026675760004e-09 -2.423068186224977217e-09 -7.302384099881961357e-10 -2.193867709948513774e-10 -6.577310268353019469e-11 -1.969146003516223755e-11 -5.889796147450308259e-12 -1.760557128200976601e-12 -5.260387392436289032e-13 -1.571315753743956912e-13 -4.692753307470688628e-14 -1.401320626442731169e-14 -4.184185195927632517e-15
5.917366431798568582e-01 -1.063700773909836698e-05 -1.586788843945644597e-05 -2.363611944095736741e-05 -3.512974104642879194e-05 -5.204118440396532212e-05 -7.671864492230904447e-05 -1.122846049066213186e-04 -1.626022659964897806e-04 -2.318448425368020021e-04 -3.232530367339956365e-04 -4.365821908347724384e-04 -5.641219936983942959e-04 -6.866341229885374172e-04 -7.731607340152836169e-04 -7.900143914183451258e-04 -7.190760858894243955e-04 -5.740141568069878283e-04 -3.976545075757340455e-04 -2.381787918421461288e-04 -1.239220822483111319e-04 -5.672949288608768252e-05 -2.328378621065076219e-05 -8.752710286502550903e-06 -3.076097977003288437e-06 -1.028767148934148430e-06 -3.320606797958187924e-07 -1.045478935056262327e-07 -3.235609490208877084e-08 -9.896976121482896160e-09 -3.003262761379881314e-09 -9.064658772540780279e-10 -2.726089334227681084e-10 -8.178525672506849821e-11 -2.449647614348554801e-11 -7.329243944298821042e-12 -2.191281464747281264e-12 -6.548251986163668544e-13 -1.956189760745016507e-13 -5.842542621592805458e-14 -1.744735091874087193e-14 -5.209724868857426180e-15
8.241023627924181083e-01 -7.293960018025241138e-06 -1.088032460964869642e-05 -1.620568965103972792e-05 -2.408352768090120529e-05 -3.567180164291322878e-05 -5.257535112828865990e-05 -7.692469176985926142e-05 -1.113492673882817032e-04 -1.586792603091934475e-04 -2.211026722822607429e-04 -2.984599947135254121e-04 -3.856403460700937795e-04 -4.700550186130003942e-04 -5.317274414222805234e-04 -5.490553143940778364e-04 -5.097713194751169428e-04 -4.201697955691244897e-04 -3.043314186954655838e-04 -1.923974623211247915e-04 -1.060246218426763235e-04 -5.126667398697477168e-05 -2.206514770365817235e-05 -8.618582758596791759e-06 -3.118863906707114167e-06 -1.065677589651901689e-06 -3.492676728546914246e-07 -1.111436973777603413e-07 -3.465063308557361036e-08 -1.065194992389005864e-08 -3.243326430836865477e-09 -9.811616249325182459e-10 -2.955262018978591477e-10 -8.875204710267803560e-11 -2.660154277350657079e-11 -7.962751270866980863e-12 -2.381422641510941510e-12 -7.117927399761725392e-13 -2.126665765577927439e-13 -6.352290063306197339e-14 -1.897076240693298473e-14 -5.664844958862841090e-15
1.056468082404979025e+00 -2.927412131751944374e-06 -4.363545947252072494e-06 -6.492072593107595274e-06 -9.632021580105698907e-06 -1.423158464346800489e-05 -2.089893889618099865e-05 -3.041309015588866313e-05 -4.367479193251847967e-05 -6.152306929891555106e-05 -8.431221268318516576e-05 -1.111843414071922014e-04 -1.391996799613713946e-04 -1.629950377605906143e-04 -1.761421743821522002e-04 -1.744257609671960737e-04 -1.587742477409155454e-04 -1.340621802938615781e-04 -1.049994570344274904e-04 -7.488531194820339208e-05 -4.733486097856839920e-05 -2.607630065831885132e-05 -1.253514751673982531e-05 -5.341059983968628538e-06 -2.062637849634157823e-06 -7.386348379786326055e-07 -2.502155901726338548e-07 -8.146679926863098984e-08 -2.579955631011969643e-08 -8.015911108657990512e-09 -2.458317182900624309e-09 -7.472926806055771247e-10 -2.258180039929070167e-10 -6.796542385269210333e-11 -2.040097126102564101e-11 -6.112681546063763158e-12 -1.829317792977307753e-12 -5.470111870125343341e-13 -1.634816149693217870e-13 -4.884104195212070442e-14 -1.458801327262390004e-14 -4.356496187603842480e-15
1.288833802017540053e+00 2.241946644901857880e-06 3.353252484121908526e-06 5.014427885771039739e-06 7.496175545471981185e-06 1.120044598891182494e-05 1.672087113290185987e-05 2.492549191750477303e-05 3.705998129680446700e-05 5.484748279624286328e-05 8.050006713533421651e-05 1.164192978630245129e-04 1.641441908925466895e-04 2.219792858889350266e-04 2.815299545924949292e-04 3.257853805642367930e-04 3.339888054416312660e-04 2.951916057276730300e-04 2.202637343061470039e-04 1.371268404551455572e-04 7.119110394341877620e-05 3.119594120869179739e-05 1.181395682198455876e-05 3.990337198363107972e-06 1.243706710039069224e-06 3.690301763937816661e-07 1.068402433925626245e-07 3.069054460138331441e-08 8.831160107666417001e-09 2.556292337796347164e-09 7.450812207019651462e-10 2.185330889203756588e-10 6.442048150622288523e-11 1.906267064475532471e-11 5.656379995385620387e-12 1.681646113027057016e-12 5.006249784707823850e-13 1.491723415748025377e-13 4.447685844442367417e-14 1.326667873491067006e-14 3.958338711681508868e-15 1.181261641103771704e-15
1.521199521630101303e+00 7.973399327361011758e-06 1.191073219744479136e-05 1.777801186590113297e-05 2.650351747093371117e-05 3.944013252353265655e-05 5.853236398546779153e-05 8.651460264996815592e-05 1.270976789640302143e-04 1.850213037655344575e-04 2.656910896426576373e-04 3.738588597471094129e-04 5.105580831680413961e-04 6.677408150933867746e-04 8.220143575494476577e-04 9.330296570444269371e-04 9.551542556027049595e-04 8.640827493865285919e-04 6.797009300128230335e-04 4.603855548233241153e-04 2.680021931467912446e-04 1.350021031541051098e-04 5.975570753983141771e-05 2.374497225599157862e-05 8.672042905903425264e-06 2.975279226324009950e-06 9.763865707500282677e-07 3.107007372710857177e-07 9.681757259378447873e-08 2.974543211571278188e-08 9.052323264318756371e-09 2.737386992129122186e-09 8.242588063194161048e-10 2.474884425280576875e-10 7.416858702289915695e-11 2.219897140373617679e-11 6.638601676726643162e-12 1.984146319583579829e-12 5.927968904940777470e-13 1.770630556155121331e-13 5.287816206913232457e-14 1.578976007388477591e-14
1.753565241242662331e+00 1.403546911159936051e-05 2.096319043416530623e-05 3.128285633293936922e-05 4.662139745250227211e-05 6.934456232891844782e-05 1.028414116716757661e-04 1.518546114071132923e-04 2.227755112760415308e-04 3.236857554011808320e-04 4.636680725020211847e-04 6.505179644197949798e-04 8.856795012049395325e-04 1.155757568652550490e-03 1.422982615078354071e-03 1.622956213065985479e-03 1.682180003648647707e-03 1.556783367632469123e-03 1.268592488559027029e-03 9.018812535075290899e-04 5.571917669522174045e-04 2.998327201599753126e-04 1.418305330481769305e-04 5.990966354887980162e-05 2.304720931747652717e-05 8.242048253897891821e-06 2.791245765920400771e-06 9.088861946393640719e-07 2.878899446109784449e-07 8.946390892088627606e-08 2.744080714959050051e-08 8.342509939156832584e-09 2.521145124966195839e-09 7.588402656937270969e-10 2.277870041121008852e-10 6.825281098782476494e-11 2.042608481308399001e-11 6.107971800728030518e-12 1.825462780593093354e-12 5.453698970689960363e-13 1.628935355588916456e-13 4.864587448894732127e-14
