0.000000000000000000e+00 -4.605170185988090914e+00 -4.190862979426611901e+00 -3.776555772865132443e+00 -3.362248566303652986e+00 -2.947941359742173972e+00 -2.533634153180694515e+00 -2.119326946619214613e+00 -1.705019740057735600e+00 -1.290712533496255920e+00 -8.764053269347763520e-01 -4.620981203732973941e-01 -4.779091381181770071e-02 3.665162927496619094e-01 7.808234993111410338e-01 1.195130705872620158e+00 1.609437912434100282e+00 2.023745118995579517e+00 2.438052325557058531e+00 2.852359532118538432e+00 3.266666738680017890e+00 3.680973945241496459e+00 4.095281151802977249e+00 4.509588358364456262e+00 4.923895564925935275e+00 5.338202771487415177e+00 5.752509978048893302e+00 6.166817184610373204e+00 6.581124391171853105e+00 6.995431597733331230e+00 7.409738804294812020e+00 7.824046010856291922e+00
-2.407945608651872238e+00 2.572892989253364737e-01 2.570420100414322340e-01 2.566685583809918403e-01 2.561051782369870855e-01 2.552566413296913916e-01 2.539817104815896842e-01 2.520731099211307447e-01 2.492315498975024024e-01 2.450356486353508778e-01 2.389153364485099851e-01 2.301476153658134904e-01 2.179119351507977642e-01 2.014569567366574498e-01 1.804153320184777032e-01 1.552071876175899479e-01 1.273001257703923195e-01 9.902265591902770225e-02 7.287975733846735471e-02 5.074889979564024822e-02 3.344921392414845762e-02 2.083311852538399789e-02 1.216916778118579991e-02 6.530708124894112065e-03 3.047248298749520579e-03 1.014509377654687280e-03 -8.745172797859969720e-05 -6.188442859953956730e-04 -9.654898035166843695e-02 -2.021532537621541226e-01 -2.015672197081248562e+00 -2.273650635397021225e-01
-2.129528187179430265e+00 2.307009011215357397e-01 2.305048451263420339e-01 2.302086183297041289e-01 2.297614045725355492e-01 2.290870787037229128e-01 2.280722084695326335e-01 2.265491571805512971e-01 2.242733416249469425e-01 2.208950683887783983e-01 2.159303629939427760e-01 2.087443660715918858e-01 1.985776716908981832e-01 1.846667184845264265e-01 1.665106997796181321e-01 1.442650261777884413e-01 1.190704121475456151e-01 9.299855563648903867e-02 6.846694489225389757e-02 4.742857403186115373e-02 3.085582461645428737e-02 1.874527966586642808e-02 1.046321711800916703e-02 5.135446277223874173e-03 1.914843713780227689e-03 1.061148940490150045e-04 -8.067902890580566167e-04 -1.181343092361197746e-03 -1.252342338288771383e-03 5.384425492348214604e-02 -1.474107197354546928e-01 -5.118581081221278140e-02
-1.851110765706988293e+00 1.981212589834489834e-01 1.979836308113783472e-01 1.977754974197601379e-01 1.974608541263392358e-01 1.969854638628739385e-01 1.962678393264628285e-01 1.951860798976487732e-01 1.935591478350248418e-01 1.911215127707409367e-01 1.874921714697206920e-01 1.821454326953702296e-01 1.744058188700722267e-01 1.635147187134528279e-01 1.488375505221741779e-01 1.302272805678787171e-01 1.084328161430495596e-01 8.518971213368865814e-02 6.277142662330102707e-02 4.319306777243904494e-02 2.759955967055772313e-02 1.616605050010578096e-02 8.384729272896360511e-03 3.453664157082206570e-03 5.607871786869017376e-04 -9.735650560637798328e-04 -1.657896976462427041e-03 -1.844534356160026055e-03 -1.763573720509749136e-03 -1.557094252455171321e-03 -1.098245474970784841e+00 -8.683196102007070816e-02
-1.572693344234546098e+00 1.604038091556786172e-01 1.603284467367778188e-01 1.602142240563750319e-01 1.600409762058891405e-01 1.597779230012094376e-01 1.593775891290857005e-01 1.587681729758433080e-01 1.578375067650700792e-01 1.564128825410585899e-01 1.542292413973084253e-01 1.508886191690164691e-01 1.458234971503998834e-01 1.383051364877456724e-01 1.275767087436098790e-01 1.131805088232279016e-01 9.541706572994947122e-02 7.559772082687613026e-02 5.578946901696611033e-02 3.803909915316110862e-02 2.367850636822272509e-02 1.309051477234321123e-02 5.925427368116426702e-03 1.474704364669758442e-03 -1.026490341180749579e-03 -2.235908428307566490e-03 -2.651184283744068178e-03 -2.617556215791124168e-03 4.850561080533086905e-02 -2.010904791633840935e-03 7.014784637238272169e-02 -9.003534058101755888e-02
-1.294275922762104347e+00 1.191468640589670308e-01 1.191327718636764760e-01 1.191109985413957989e-01 1.190770335726976104e-01 1.190233460101533386e-01 1.189369809406068818e-01 1.187949679516201867e-01 1.185554814866294771e-01 1.181411527245980891e-01 1.174090168907234305e-01 1.161016277398311952e-01 1.137820007757981700e-01 1.097857669782442008e-01 1.032689071419976012e-01 9.347584021463620219e-02 8.022548738355987641e-02 6.434378747809262056e-02 4.759449482046648056e-02 3.201469636862940699e-02 1.912208979788734831e-02 9.535118646952842406e-03 3.091364474034789377e-03 -8.027539301380385477e-04 -2.852842467005269490e-03 -3.688896926122244534e-03 -3.795074189141003917e-03 -3.508141352555958596e-03 -3.044790614225802074e-03 -2.534277721234936935e-03 -1.724052922390715420e-02 -5.100106707957613450e-02
-1.015858501289662374e+00 7.672200257996909800e-02 7.676237636892807581e-02 7.682283356542250752e-02 7.691286696208454732e-02 7.704581802307029770e-02 7.723959650460976434e-02 7.751631304154284197e-02 7.789873903311285430e-02 7.839897781116460240e-02 7.899332621495323836e-02 7.956799046390831964e-02 7.983449657139578270e-02 7.922997347034711757e-02 7.688167981598741096e-02 7.178749334339812327e-02 6.329830834296946984e-02 5.169477462300509779e-02 3.835452195572566780e-02 2.523079856682464497e-02 1.400505985197571940e-02 5.547623973632697693e-03 -8.989881201785979820e-05 -3.365724364226830613e-03 -4.914632695771248283e-03 -5.334309820564630752e-03 -5.094014677013110511e-03 -4.521904976928559083e-03 -3.827320095161175321e-03 -3.132142472550024804e-03 -2.499724213746339248e-03 -1.990816449334111005e-01
-7.374410798172202908e-01 3.610291680227303845e-02 3.618525503818990907e-02 3.630912594962697193e-02 3.649491380149755965e-02 3.677228718590865725e-02 3.718350789425370340e-02 3.778671721524049648e-02 3.865731249168156969e-02 3.988294266920942854e-02 4.154312728621294137e-02 4.365895306339955678e-02 4.609728091936985545e-02 4.843347803697838766e-02 4.984007083386009923e-02 4.916207413372864626e-02 4.534641867829873607e-02 3.811338417297338577e-02 2.836929980759200082e-02 1.788752733484080815e-02 8.464363121228505454e-03 1.220172700978210860e-03 -3.559820000324655665e-03 -6.179501737984353753e-03 -7.193522656733426258e-03 -7.164241053396189392e-03 -6.546313092032498594e-03 -5.660146316410152000e-03 -4.708873684170910602e-03 -3.807519516452899638e-03 -3.012188241742298767e-03 -2.341995515626743053e-03
-4.590236583447783736e-01 4.767577479285665357e-04 5.844377970985342469e-04 7.466727685209275430e-04 9.905482340009984319e-04 1.355889717854366541e-03 1.900358655294495311e-03 2.705428988332821572e-03 3.881752365193870836e-03 5.569902214579408768e-03 7.927519997616015029e-03 1.108676409322728248e-02 1.506070891727919955e-02 1.958849873473817935e-02 2.396478097320739117e-02 2.700686622980882565e-02 2.737735997854306991e-02 2.428100550839907765e-02 1.809136333739145772e-02 1.029293204869489997e-02 2.714922238241125434e-03 -3.297826934295656261e-03 -7.217371810761255210e-03 -9.179448144383326250e-03 -9.650519582632861859e-03 -9.156438200700479924e-03 -8.139977783755353649e-03 -6.917300529888744352e-03 -5.687540103446065559e-03 -4.560447216406080147e-03 -3.585302210921727847e-03 -2.774345856634794025e-03
-1.806062368723362344e-01 -2.735119289476012350e-02 -2.723603339006891791e-02 -2.706237832284802414e-02 -2.680099195687648053e-02 -2.640863509994759856e-02 -2.582213307844806460e-02 -2.495092303872370812e-02 -2.366904113594568010e-02 -2.180974939286409522e-02 -1.917054375991474394e-02 -1.554385957219499119e-02 -1.079724888441466364e-02 -5.024187226539647555e-03 1.253912246661895158e-03 6.958527355044064402e-03 1.063497376087585433e-02 1.108449079369642001e-02 8.136079906438754838e-03 2.878163514755206331e-03 -2.935111976186830819e-03 -7.785744037429637339e-03 -1.090873234085930517e-02 -1.226172463437488931e-02 -1.221776705794980038e-02 -1.126824725262413028e-02 -9.849139557583621446e-03 -8.278175239302403010e-03 -6.754498722669946727e-03 -5.385933382956186594e-03 -4.216621029468355965e-03 -3.252249928483720055e-03
