x           | q          | c2g (File 1)    | c2g (File 2)    | Abs Diff      | Rel Diff %
1.0e-03     | 30.33688   | -1.66290e+05    | -1.63422e+05    | 2.86815e+03   | 1.75506%
1.0e-03     | 31.89229   | -1.74996e+05    | -1.70848e+05    | 4.14783e+03   | 2.42779%
1.0e-03     | 33.52744   | -1.83953e+05    | -1.78396e+05    | 5.55703e+03   | 3.11500%
1.0e-03     | 35.24643   | -1.93190e+05    | -1.86157e+05    | 7.03319e+03   | 3.77810%
1.0e-03     | 37.05355   | -2.02740e+05    | -1.94152e+05    | 8.58782e+03   | 4.42324%
1.0e-03     | 38.95333   | -2.12609e+05    | -2.02367e+05    | 1.02424e+04   | 5.06133%
1.0e-03     | 40.95051   | -2.22806e+05    | -2.10810e+05    | 1.19963e+04   | 5.69058%
1.0e-03     | 43.05009   | -2.33353e+05    | -2.19336e+05    | 1.40166e+04   | 6.39045%
1.0e-03     | 45.25731   | -2.44275e+05    | -2.28043e+05    | 1.62318e+04   | 7.11787%
1.0e-03     | 47.57770   | -2.55573e+05    | -2.36881e+05    | 1.86916e+04   | 7.89068%
1.0e-03     | 50.01707   | -2.67242e+05    | -2.45780e+05    | 2.14624e+04   | 8.73238%
1.0e-03     | 52.58150   | -2.74898e+05    | -2.54695e+05    | 2.02030e+04   | 7.93222%
1.0e-03     | 55.27741   | -2.81120e+05    | -2.63745e+05    | 1.73748e+04   | 6.58773%
1.0e-03     | 58.11154   | -2.86374e+05    | -2.73069e+05    | 1.33054e+04   | 4.87253%
1.0e-03     | 61.09098   | -2.90507e+05    | -2.82512e+05    | 7.99476e+03   | 2.82988%
1.0e-03     | 64.22318   | -2.93306e+05    | -2.91992e+05    | 1.31354e+03   | 0.44985%
1.0e-03     | 67.51598   | -3.01257e+05    | -3.01631e+05    | 3.73639e+02   | 0.12387%
1.0e-03     | 70.97760   | -3.11279e+05    | -3.11786e+05    | 5.07265e+02   | 0.16270%
1.0e-03     | 74.61669   | -3.21455e+05    | -3.22149e+05    | 6.93781e+02   | 0.21536%
1.0e-03     | 78.44237   | -3.31784e+05    | -3.32470e+05    | 6.86442e+02   | 0.20647%
1.0e-03     | 82.46420   | -3.42267e+05    | -3.42899e+05    | 6.31641e+02   | 0.18421%
1.0e-03     | 86.69223   | -3.52904e+05    | -3.53480e+05    | 5.75877e+02   | 0.16292%
1.0e-03     | 91.13704   | -3.63695e+05    | -3.64179e+05    | 4.83677e+02   | 0.13281%
1.0e-03     | 95.80973   | -3.74641e+05    | -3.74981e+05    | 3.40406e+02   | 0.09078%
1.0e-03     | 100.72200  | -3.85742e+05    | -3.85884e+05    | 1.41590e+02   | 0.03669%
1.0e-03     | 105.88613  | -3.96998e+05    | -3.96873e+05    | 1.24646e+02   | 0.03141%
1.0e-03     | 111.31503  | -4.08409e+05    | -4.07903e+05    | 5.06141e+02   | 0.12408%
1.0e-03     | 117.02227  | -4.19976e+05    | -4.18950e+05    | 1.02579e+03   | 0.24485%
1.0e-03     | 123.02213  | -4.31698e+05    | -4.29997e+05    | 1.70106e+03   | 0.39560%
1.0e-03     | 129.32961  | -4.43576e+05    | -4.41011e+05    | 2.56501e+03   | 0.58162%
1.0e-03     | 135.96048  | -4.55610e+05    | -4.52260e+05    | 3.34978e+03   | 0.74068%
1.0e-03     | 142.93132  | -4.67800e+05    | -4.63655e+05    | 4.14494e+03   | 0.89397%
1.0e-03     | 150.25957  | -4.80146e+05    | -4.75186e+05    | 4.96033e+03   | 1.04387%
1.0e-03     | 157.96354  | -4.92649e+05    | -4.86854e+05    | 5.79451e+03   | 1.19019%
1.0e-03     | 166.06251  | -5.05308e+05    | -4.98290e+05    | 7.01832e+03   | 1.40848%
1.0e-03     | 174.57671  | -5.18123e+05    | -5.09646e+05    | 8.47716e+03   | 1.66334%
1.0e-03     | 183.52745  | -5.31096e+05    | -5.20881e+05    | 1.02152e+04   | 1.96113%
1.0e-03     | 192.93711  | -5.44225e+05    | -5.31965e+05    | 1.22599e+04   | 2.30465%
1.0e-03     | 202.82920  | -5.57511e+05    | -5.42939e+05    | 1.45717e+04   | 2.68385%
1.0e-03     | 213.22848  | -5.70954e+05    | -5.53720e+05    | 1.72342e+04   | 3.11244%
1.0e-03     | 224.16094  | -5.84554e+05    | -5.64264e+05    | 2.02901e+04   | 3.59586%
1.0e-03     | 235.65391  | -5.98311e+05    | -5.74734e+05    | 2.35765e+04   | 4.10216%
1.0e-03     | 247.73615  | -6.12225e+05    | -5.85477e+05    | 2.67476e+04   | 4.56851%
1.0e-03     | 260.43785  | -6.26297e+05    | -5.96298e+05    | 2.99988e+04   | 5.03083%
1.0e-03     | 273.79079  | -6.40526e+05    | -6.07249e+05    | 3.32766e+04   | 5.47989%
1.0e-03     | 287.82834  | -6.54912e+05    | -6.17772e+05    | 3.71400e+04   | 6.01192%
1.0e-03     | 302.58562  | -6.69456e+05    | -6.27425e+05    | 4.20313e+04   | 6.69902%
1.0e-03     | 318.09951  | -6.84157e+05    | -6.36464e+05    | 4.76932e+04   | 7.49346%
1.0e-03     | 334.40882  | -6.99016e+05    | -6.44765e+05    | 5.42511e+04   | 8.41409%
1.0e-03     | 351.55433  | -7.14032e+05    | -6.52691e+05    | 6.13414e+04   | 9.39824%
1.0e-03     | 369.57891  | -7.29206e+05    | -6.60205e+05    | 6.90009e+04   | 10.45144%
1.0e-03     | 388.52762  | -7.44538e+05    | -6.67104e+05    | 7.74339e+04   | 11.60747%
1.0e-03     | 408.44786  | -7.60027e+05    | -6.73328e+05    | 8.66992e+04   | 12.87622%
1.0e-02     | 1.30000    | 6.92584e+02     | 6.91785e+02     | 7.98890e-01   | 0.11548%
1.0e-02     | 1.36665    | 7.45187e+02     | 7.43519e+02     | 1.66804e+00   | 0.22434%
1.0e-02     | 1.43672    | 7.96988e+02     | 7.95034e+02     | 1.95374e+00   | 0.24574%
1.0e-02     | 1.51038    | 8.47384e+02     | 8.45638e+02     | 1.74639e+00   | 0.20652%
1.0e-02     | 1.58782    | 8.95685e+02     | 8.92875e+02     | 2.80973e+00   | 0.31468%
1.0e-02     | 1.66923    | 9.41154e+02     | 9.37495e+02     | 3.65941e+00   | 0.39034%
1.0e-02     | 1.75482    | 9.83033e+02     | 9.79088e+02     | 3.94475e+00   | 0.40290%
1.0e-02     | 1.84479    | 1.02052e+03     | 1.01597e+03     | 4.55340e+00   | 0.44818%
1.0e-02     | 1.93937    | 1.05278e+03     | 1.04689e+03     | 5.89007e+00   | 0.56263%
1.0e-02     | 2.03881    | 1.07898e+03     | 1.07255e+03     | 6.43054e+00   | 0.59956%
1.0e-02     | 2.14334    | 1.09828e+03     | 1.09232e+03     | 5.96138e+00   | 0.54575%
1.0e-02     | 2.25323    | 1.10989e+03     | 1.10309e+03     | 6.80164e+00   | 0.61660%
1.0e-02     | 2.36875    | 1.11296e+03     | 1.10480e+03     | 8.16001e+00   | 0.73860%
1.0e-02     | 2.49020    | 1.10670e+03     | 1.09790e+03     | 8.80159e+00   | 0.80168%
1.0e-02     | 2.61788    | 1.09042e+03     | 1.08186e+03     | 8.56115e+00   | 0.79134%
1.0e-02     | 2.75210    | 1.06347e+03     | 1.05315e+03     | 1.03200e+01   | 0.97992%
1.0e-02     | 2.89320    | 1.02518e+03     | 1.01324e+03     | 1.19385e+01   | 1.17825%
1.0e-02     | 3.04154    | 9.74890e+02     | 9.62289e+02     | 1.26015e+01   | 1.30953%
1.0e-02     | 3.19748    | 9.12218e+02     | 8.99785e+02     | 1.24332e+01   | 1.38180%
1.0e-02     | 3.36142    | 8.36786e+02     | 8.22844e+02     | 1.39416e+01   | 1.69431%
1.0e-02     | 3.53377    | 7.48096e+02     | 7.32918e+02     | 1.51780e+01   | 2.07091%
1.0e-02     | 3.71495    | 6.45809e+02     | 6.29593e+02     | 1.62157e+01   | 2.57558%
1.0e-02     | 3.90542    | 5.29855e+02     | 5.12183e+02     | 1.76719e+01   | 3.45031%
1.0e-02     | 4.10565    | 3.99991e+02     | 3.79793e+02     | 2.01978e+01   | 5.31812%
1.0e-02     | 4.31615    | 2.55897e+02     | 2.34542e+02     | 2.13548e+01   | 9.10489%
1.0e-02     | 4.53745    | 9.76919e+01     | 7.65861e+01     | 2.11058e+01   | 27.55830%
1.0e-02     | 4.77009    | -7.45875e+01    | -9.51149e+01    | 2.05274e+01   | 21.58170%
1.0e-02     | 5.01465    | -2.61310e+02    | -2.82119e+02    | 2.08094e+01   | 7.37611%
1.0e-02     | 5.27176    | -4.62494e+02    | -4.84634e+02    | 2.21405e+01   | 4.56849%
1.0e-02     | 5.54205    | -6.77753e+02    | -7.01490e+02    | 2.37370e+01   | 3.38379%
1.0e-02     | 5.82620    | -9.07167e+02    | -9.33511e+02    | 2.63436e+01   | 2.82199%
1.0e-02     | 6.12491    | -1.15096e+03    | -1.17954e+03    | 2.85813e+01   | 2.42309%
1.0e-02     | 6.43894    | -1.40905e+03    | -1.43877e+03    | 2.97217e+01   | 2.06577%
1.0e-02     | 6.76907    | -1.68136e+03    | -1.71081e+03    | 2.94479e+01   | 1.72129%
1.0e-02     | 7.11613    | -1.96803e+03    | -1.99850e+03    | 3.04705e+01   | 1.52467%
1.0e-02     | 7.48098    | -2.26889e+03    | -2.30082e+03    | 3.19302e+01   | 1.38778%
1.0e-02     | 7.86454    | -2.58370e+03    | -2.61678e+03    | 3.30782e+01   | 1.26408%
1.0e-02     | 8.26777    | -2.91231e+03    | -2.94613e+03    | 3.38164e+01   | 1.14783%
1.0e-02     | 8.69166    | -3.25454e+03    | -3.29058e+03    | 3.60401e+01   | 1.09525%
1.0e-02     | 9.13729    | -3.61066e+03    | -3.64816e+03    | 3.74965e+01   | 1.02782%
1.0e-02     | 9.60577    | -3.98089e+03    | -4.01890e+03    | 3.80062e+01   | 0.94569%
1.0e-02     | 10.09827   | -4.36505e+03    | -4.40371e+03    | 3.86612e+01   | 0.87792%
1.0e-02     | 10.61602   | -4.76264e+03    | -4.80489e+03    | 4.22481e+01   | 0.87927%
1.0e-02     | 11.16032   | -5.17391e+03    | -5.21903e+03    | 4.51194e+01   | 0.86452%
1.0e-02     | 11.73252   | -5.59925e+03    | -5.64595e+03    | 4.66980e+01   | 0.82711%
1.0e-02     | 12.33406   | -6.03866e+03    | -6.08709e+03    | 4.84332e+01   | 0.79567%
1.0e-02     | 12.96644   | -6.49169e+03    | -6.54564e+03    | 5.39452e+01   | 0.82414%
1.0e-02     | 13.63124   | -6.95832e+03    | -7.01459e+03    | 5.62713e+01   | 0.80220%
1.0e-02     | 14.33013   | -7.43876e+03    | -7.49587e+03    | 5.71141e+01   | 0.76194%
1.0e-02     | 15.06485   | -7.93316e+03    | -7.99132e+03    | 5.81629e+01   | 0.72783%
1.0e-02     | 15.83724   | -8.44150e+03    | -8.50212e+03    | 6.06154e+01   | 0.71295%
1.0e-02     | 16.64923   | -8.96373e+03    | -9.02584e+03    | 6.21123e+01   | 0.68816%
1.0e-02     | 17.50286   | -9.49982e+03    | -9.56054e+03    | 6.07204e+01   | 0.63511%
1.0e-02     | 18.40025   | -1.00497e+04    | -1.01075e+04    | 5.77841e+01   | 0.57170%
1.0e-02     | 19.34365   | -1.06135e+04    | -1.06708e+04    | 5.73027e+01   | 0.53700%
1.0e-02     | 20.33542   | -1.11912e+04    | -1.12535e+04    | 6.22875e+01   | 0.55350%
1.0e-02     | 21.37804   | -1.17829e+04    | -1.18494e+04    | 6.65150e+01   | 0.56134%
1.0e-02     | 22.47412   | -1.23886e+04    | -1.24617e+04    | 7.31266e+01   | 0.58681%
1.0e-02     | 23.62639   | -1.30085e+04    | -1.30978e+04    | 8.93334e+01   | 0.68205%
1.0e-02     | 24.83774   | -1.36426e+04    | -1.37532e+04    | 1.10577e+02   | 0.80401%
1.0e-02     | 26.11120   | -1.42908e+04    | -1.44189e+04    | 1.28094e+02   | 0.88837%
1.0e-02     | 27.44995   | -1.49529e+04    | -1.50693e+04    | 1.16423e+02   | 0.77258%
1.0e-02     | 28.85734   | -1.56291e+04    | -1.57382e+04    | 1.09129e+02   | 0.69340%
1.0e-02     | 30.33688   | -1.63198e+04    | -1.64285e+04    | 1.08666e+02   | 0.66145%
1.0e-02     | 31.89229   | -1.70247e+04    | -1.71235e+04    | 9.88093e+01   | 0.57704%
1.0e-02     | 33.52744   | -1.77431e+04    | -1.78274e+04    | 8.43405e+01   | 0.47309%
1.0e-02     | 35.24643   | -1.84754e+04    | -1.85539e+04    | 7.84930e+01   | 0.42305%
1.0e-02     | 37.05355   | -1.92224e+04    | -1.93073e+04    | 8.48580e+01   | 0.43951%
1.0e-02     | 38.95333   | -1.99841e+04    | -2.00846e+04    | 1.00460e+02   | 0.50019%
1.0e-02     | 40.95051   | -2.07602e+04    | -2.08824e+04    | 1.22191e+02   | 0.58514%
1.0e-02     | 43.05009   | -2.15512e+04    | -2.16746e+04    | 1.23368e+02   | 0.56918%
1.0e-02     | 45.25731   | -2.23579e+04    | -2.24751e+04    | 1.17162e+02   | 0.52130%
1.0e-02     | 47.57770   | -2.31789e+04    | -2.33015e+04    | 1.22552e+02   | 0.52594%
1.0e-02     | 50.01707   | -2.40121e+04    | -2.41559e+04    | 1.43826e+02   | 0.59541%
1.0e-02     | 52.58150   | -2.48439e+04    | -2.50047e+04    | 1.60811e+02   | 0.64312%
1.0e-02     | 55.27741   | -2.56897e+04    | -2.58565e+04    | 1.66819e+02   | 0.64517%
1.0e-02     | 58.11154   | -2.65549e+04    | -2.67228e+04    | 1.67909e+02   | 0.62834%
1.0e-02     | 61.09098   | -2.74411e+04    | -2.76104e+04    | 1.69274e+02   | 0.61308%
1.0e-02     | 64.22318   | -2.83458e+04    | -2.85171e+04    | 1.71287e+02   | 0.60065%
1.0e-02     | 67.51598   | -2.92694e+04    | -2.94356e+04    | 1.66190e+02   | 0.56459%
1.0e-02     | 70.97760   | -3.02091e+04    | -3.03744e+04    | 1.65271e+02   | 0.54411%
1.0e-02     | 74.61669   | -3.11630e+04    | -3.13313e+04    | 1.68321e+02   | 0.53723%
1.0e-02     | 78.44237   | -3.21313e+04    | -3.23054e+04    | 1.74086e+02   | 0.53888%
1.0e-02     | 82.46420   | -3.31139e+04    | -3.32955e+04    | 1.81638e+02   | 0.54553%
1.0e-02     | 86.69223   | -3.41109e+04    | -3.43039e+04    | 1.93037e+02   | 0.56272%
1.0e-02     | 91.13704   | -3.51223e+04    | -3.53213e+04    | 1.99004e+02   | 0.56341%
1.0e-02     | 95.80973   | -3.61481e+04    | -3.63430e+04    | 1.94922e+02   | 0.53634%
1.0e-02     | 100.72200  | -3.71883e+04    | -3.73722e+04    | 1.83877e+02   | 0.49201%
1.0e-02     | 105.88613  | -3.82430e+04    | -3.84224e+04    | 1.79442e+02   | 0.46702%
1.0e-02     | 111.31503  | -3.93122e+04    | -3.94898e+04    | 1.77639e+02   | 0.44983%
1.0e-02     | 117.02227  | -4.03959e+04    | -4.05751e+04    | 1.79240e+02   | 0.44175%
1.0e-02     | 123.02213  | -4.14941e+04    | -4.16816e+04    | 1.87479e+02   | 0.44979%
1.0e-02     | 129.32961  | -4.26068e+04    | -4.28164e+04    | 2.09615e+02   | 0.48957%
1.0e-02     | 135.96048  | -4.37341e+04    | -4.39445e+04    | 2.10437e+02   | 0.47887%
1.0e-02     | 142.93132  | -4.48759e+04    | -4.50667e+04    | 1.90808e+02   | 0.42339%
1.0e-02     | 150.25957  | -4.60323e+04    | -4.61979e+04    | 1.65633e+02   | 0.35853%
1.0e-02     | 157.96354  | -4.72033e+04    | -4.73660e+04    | 1.62669e+02   | 0.34343%
1.0e-02     | 166.06251  | -4.83889e+04    | -4.85594e+04    | 1.70527e+02   | 0.35117%
1.0e-02     | 174.57671  | -4.95891e+04    | -4.97760e+04    | 1.86921e+02   | 0.37552%
1.0e-02     | 183.52745  | -5.08040e+04    | -5.10070e+04    | 2.03033e+02   | 0.39805%
1.0e-02     | 192.93711  | -5.20335e+04    | -5.22405e+04    | 2.06961e+02   | 0.39617%
1.0e-02     | 202.82920  | -5.32776e+04    | -5.34666e+04    | 1.89028e+02   | 0.35354%
1.0e-02     | 213.22848  | -5.45363e+04    | -5.47068e+04    | 1.70505e+02   | 0.31167%
1.0e-02     | 224.16094  | -5.58097e+04    | -5.59840e+04    | 1.74334e+02   | 0.31140%
1.0e-02     | 235.65391  | -5.70978e+04    | -5.72423e+04    | 1.44503e+02   | 0.25244%
1.0e-02     | 247.73615  | -5.84006e+04    | -5.84691e+04    | 6.84993e+01   | 0.11715%
1.0e-02     | 260.43785  | -5.97180e+04    | -5.97825e+04    | 6.44875e+01   | 0.10787%
1.0e-02     | 273.79079  | -6.10501e+04    | -6.09021e+04    | 1.48042e+02   | 0.24308%
1.0e-02     | 287.82834  | -6.23970e+04    | -6.19572e+04    | 4.39759e+02   | 0.70978%
1.0e-02     | 302.58562  | -6.37585e+04    | -6.29255e+04    | 8.33048e+02   | 1.32386%
1.0e-02     | 318.09951  | -6.51347e+04    | -6.38323e+04    | 1.30236e+03   | 2.04029%
1.0e-02     | 334.40882  | -6.65256e+04    | -6.46654e+04    | 1.86016e+03   | 2.87660%
1.0e-02     | 351.55433  | -6.79312e+04    | -6.54610e+04    | 2.47018e+03   | 3.77351%
1.0e-02     | 369.57891  | -6.93516e+04    | -6.62155e+04    | 3.13609e+03   | 4.73619%
1.0e-02     | 388.52762  | -7.07866e+04    | -6.69085e+04    | 3.87813e+03   | 5.79617%
1.0e-02     | 408.44786  | -7.22364e+04    | -6.75339e+04    | 4.70247e+03   | 6.96312%
1.0e-01     | 1.30000    | 1.78020e+01     | 1.82327e+01     | 4.30750e-01   | 2.36251%
1.0e-01     | 1.36665    | 1.41086e+01     | 1.38838e+01     | 2.24810e-01   | 1.61923%
1.0e-01     | 1.43672    | 1.07977e+01     | 1.07286e+01     | 6.91000e-02   | 0.64407%
1.0e-01     | 1.51038    | 7.82708e+00     | 7.36845e+00     | 4.58630e-01   | 6.22424%
1.0e-01     | 1.58782    | 5.15074e+00     | 4.36217e+00     | 7.88570e-01   | 18.07747%
1.0e-01     | 1.66923    | 2.70080e+00     | 1.77836e+00     | 9.22440e-01   | 51.87026%
1.0e-01     | 1.75482    | 4.10162e-01     | -1.18634e+00    | 1.59650e+00   | 134.57373%
1.0e-01     | 1.84479    | -1.80687e+00    | -3.70946e+00    | 1.90259e+00   | 51.29021%
1.0e-01     | 1.93937    | -4.02771e+00    | -6.18994e+00    | 2.16223e+00   | 34.93136%
1.0e-01     | 2.03881    | -6.33924e+00    | -9.07920e+00    | 2.73996e+00   | 30.17843%
1.0e-01     | 2.14334    | -8.82029e+00    | -1.20488e+01    | 3.22856e+00   | 26.79559%
1.0e-01     | 2.25323    | -1.15546e+01    | -1.52567e+01    | 3.70206e+00   | 24.26521%
1.0e-01     | 2.36875    | -1.46233e+01    | -1.87869e+01    | 4.16356e+00   | 22.16209%
1.0e-01     | 2.49020    | -1.80974e+01    | -2.27080e+01    | 4.61063e+00   | 20.30396%
1.0e-01     | 2.61788    | -2.20465e+01    | -2.72173e+01    | 5.17083e+00   | 18.99830%
1.0e-01     | 2.75210    | -2.65337e+01    | -3.23115e+01    | 5.77780e+00   | 17.88156%
1.0e-01     | 2.89320    | -3.16129e+01    | -3.77435e+01    | 6.13057e+00   | 16.24273%
1.0e-01     | 3.04154    | -3.73452e+01    | -4.42475e+01    | 6.90225e+00   | 15.59920%
1.0e-01     | 3.19748    | -4.37684e+01    | -5.14482e+01    | 7.67979e+00   | 14.92723%
1.0e-01     | 3.36142    | -5.09195e+01    | -5.92425e+01    | 8.32299e+00   | 14.04902%
1.0e-01     | 3.53377    | -5.88326e+01    | -6.76741e+01    | 8.84152e+00   | 13.06485%
1.0e-01     | 3.71495    | -6.75318e+01    | -7.72141e+01    | 9.68234e+00   | 12.53959%
1.0e-01     | 3.90542    | -7.70468e+01    | -8.74259e+01    | 1.03791e+01   | 11.87189%
1.0e-01     | 4.10565    | -8.73910e+01    | -9.81269e+01    | 1.07359e+01   | 10.94081%
1.0e-01     | 4.31615    | -9.85700e+01    | -1.10306e+02    | 1.17356e+01   | 10.63915%
1.0e-01     | 4.53745    | -1.10589e+02    | -1.23245e+02    | 1.26558e+01   | 10.26885%
1.0e-01     | 4.77009    | -1.23454e+02    | -1.36663e+02    | 1.32087e+01   | 9.66520%
1.0e-01     | 5.01465    | -1.37178e+02    | -1.50696e+02    | 1.35175e+01   | 8.97009%
1.0e-01     | 5.27176    | -1.51760e+02    | -1.66471e+02    | 1.47106e+01   | 8.83676%
1.0e-01     | 5.54205    | -1.67165e+02    | -1.82938e+02    | 1.57727e+01   | 8.62189%
1.0e-01     | 5.82620    | -1.83392e+02    | -1.99828e+02    | 1.64363e+01   | 8.22523%
1.0e-01     | 6.12491    | -2.00490e+02    | -2.17650e+02    | 1.71605e+01   | 7.88443%
1.0e-01     | 6.43894    | -2.18470e+02    | -2.36924e+02    | 1.84541e+01   | 7.78903%
1.0e-01     | 6.76907    | -2.37265e+02    | -2.56748e+02    | 1.94831e+01   | 7.58841%
1.0e-01     | 7.11613    | -2.56839e+02    | -2.76807e+02    | 1.99680e+01   | 7.21370%
1.0e-01     | 7.48098    | -2.77247e+02    | -2.98061e+02    | 2.08138e+01   | 6.98307%
1.0e-01     | 7.86454    | -2.98520e+02    | -3.20549e+02    | 2.20290e+01   | 6.87228%
1.0e-01     | 8.26777    | -3.20617e+02    | -3.43642e+02    | 2.30253e+01   | 6.70037%
1.0e-01     | 8.69166    | -3.43488e+02    | -3.67206e+02    | 2.37177e+01   | 6.45898%
1.0e-01     | 9.13729    | -3.67173e+02    | -3.92217e+02    | 2.50436e+01   | 6.38515%
1.0e-01     | 9.60577    | -3.91706e+02    | -4.18006e+02    | 2.63000e+01   | 6.29177%
1.0e-01     | 10.09827   | -4.17066e+02    | -4.44268e+02    | 2.72022e+01   | 6.12293%
1.0e-01     | 10.61602   | -4.43205e+02    | -4.71058e+02    | 2.78525e+01   | 5.91276%
1.0e-01     | 11.16032   | -4.70152e+02    | -4.99407e+02    | 2.92550e+01   | 5.85794%
1.0e-01     | 11.73252   | -4.97929e+02    | -5.28479e+02    | 3.05502e+01   | 5.78078%
1.0e-01     | 12.33406   | -5.26529e+02    | -5.58156e+02    | 3.16274e+01   | 5.66641%
1.0e-01     | 12.96644   | -5.55932e+02    | -5.88677e+02    | 3.27453e+01   | 5.56253%
1.0e-01     | 13.63124   | -5.86153e+02    | -6.20297e+02    | 3.41438e+01   | 5.50443%
1.0e-01     | 14.33013   | -6.17197e+02    | -6.52576e+02    | 3.53795e+01   | 5.42150%
1.0e-01     | 15.06485   | -6.49076e+02    | -6.85647e+02    | 3.65714e+01   | 5.33385%
1.0e-01     | 15.83724   | -6.81784e+02    | -7.20195e+02    | 3.84110e+01   | 5.33342%
1.0e-01     | 16.64923   | -7.15322e+02    | -7.55559e+02    | 4.02371e+01   | 5.32547%
1.0e-01     | 17.50286   | -7.49699e+02    | -7.91398e+02    | 4.16989e+01   | 5.26902%
1.0e-01     | 18.40025   | -7.84914e+02    | -8.27358e+02    | 4.24435e+01   | 5.13001%
1.0e-01     | 19.34365   | -8.20973e+02    | -8.63855e+02    | 4.28818e+01   | 4.96400%
1.0e-01     | 20.33542   | -8.57880e+02    | -9.01961e+02    | 4.40807e+01   | 4.88721%
1.0e-01     | 21.37804   | -8.95626e+02    | -9.40904e+02    | 4.52777e+01   | 4.81215%
1.0e-01     | 22.47412   | -9.34217e+02    | -9.80648e+02    | 4.64313e+01   | 4.73476%
1.0e-01     | 23.62639   | -9.73679e+02    | -1.02164e+03    | 4.79588e+01   | 4.69431%
1.0e-01     | 24.83774   | -1.01400e+03    | -1.06393e+03    | 4.99329e+01   | 4.69324%
1.0e-01     | 26.11120   | -1.05516e+03    | -1.10718e+03    | 5.20163e+01   | 4.69810%
1.0e-01     | 27.44995   | -1.09717e+03    | -1.15103e+03    | 5.38610e+01   | 4.67937%
1.0e-01     | 28.85734   | -1.14007e+03    | -1.19526e+03    | 5.51905e+01   | 4.61745%
1.0e-01     | 30.33688   | -1.18391e+03    | -1.24061e+03    | 5.67048e+01   | 4.57070%
1.0e-01     | 31.89229   | -1.22864e+03    | -1.28698e+03    | 5.83370e+01   | 4.53287%
1.0e-01     | 33.52744   | -1.27417e+03    | -1.33449e+03    | 6.03214e+01   | 4.52018%
1.0e-01     | 35.24643   | -1.32049e+03    | -1.38259e+03    | 6.21047e+01   | 4.49190%
1.0e-01     | 37.05355   | -1.36778e+03    | -1.43132e+03    | 6.35433e+01   | 4.43948%
1.0e-01     | 38.95333   | -1.41597e+03    | -1.48100e+03    | 6.50267e+01   | 4.39074%
1.0e-01     | 40.95051   | -1.46467e+03    | -1.53220e+03    | 6.75307e+01   | 4.40743%
1.0e-01     | 43.05009   | -1.51396e+03    | -1.58365e+03    | 6.96903e+01   | 4.40061%
1.0e-01     | 45.25731   | -1.56470e+03    | -1.63561e+03    | 7.09063e+01   | 4.33517%
1.0e-01     | 47.57770   | -1.61692e+03    | -1.68870e+03    | 7.17772e+01   | 4.25045%
1.0e-01     | 50.01707   | -1.66954e+03    | -1.74385e+03    | 7.43122e+01   | 4.26138%
1.0e-01     | 52.58150   | -1.72134e+03    | -1.79905e+03    | 7.77072e+01   | 4.31935%
1.0e-01     | 55.27741   | -1.77446e+03    | -1.85478e+03    | 8.03191e+01   | 4.33039%
1.0e-01     | 58.11154   | -1.82910e+03    | -1.91166e+03    | 8.25585e+01   | 4.31868%
1.0e-01     | 61.09098   | -1.88484e+03    | -1.96983e+03    | 8.49869e+01   | 4.31444%
1.0e-01     | 64.22318   | -1.94160e+03    | -2.02844e+03    | 8.68416e+01   | 4.28120%
1.0e-01     | 67.51598   | -1.99983e+03    | -2.08822e+03    | 8.83922e+01   | 4.23289%
1.0e-01     | 70.97760   | -2.05918e+03    | -2.15035e+03    | 9.11720e+01   | 4.23986%
1.0e-01     | 74.61669   | -2.11942e+03    | -2.21360e+03    | 9.41826e+01   | 4.25472%
1.0e-01     | 78.44237   | -2.18054e+03    | -2.27729e+03    | 9.67505e+01   | 4.24849%
1.0e-01     | 82.46420   | -2.24256e+03    | -2.34428e+03    | 1.01720e+02   | 4.33907%
1.0e-01     | 86.69223   | -2.30547e+03    | -2.41804e+03    | 1.12570e+02   | 4.65544%
1.0e-01     | 91.13704   | -2.36928e+03    | -2.48635e+03    | 1.17073e+02   | 4.70863%
1.0e-01     | 95.80973   | -2.43399e+03    | -2.54764e+03    | 1.13647e+02   | 4.46088%
1.0e-01     | 100.72200  | -2.49959e+03    | -2.60621e+03    | 1.06624e+02   | 4.09115%
1.0e-01     | 105.88613  | -2.56610e+03    | -2.66853e+03    | 1.02425e+02   | 3.83827%
1.0e-01     | 111.31503  | -2.63352e+03    | -2.73774e+03    | 1.04223e+02   | 3.80691%
1.0e-01     | 117.02227  | -2.70184e+03    | -2.80870e+03    | 1.06865e+02   | 3.80477%
1.0e-01     | 123.02213  | -2.77107e+03    | -2.88048e+03    | 1.09415e+02   | 3.79848%
1.0e-01     | 129.32961  | -2.84121e+03    | -2.95248e+03    | 1.11275e+02   | 3.76884%
1.0e-01     | 135.96048  | -2.91226e+03    | -3.02562e+03    | 1.13363e+02   | 3.74677%
1.0e-01     | 142.93132  | -2.98422e+03    | -3.10057e+03    | 1.16352e+02   | 3.75260%
1.0e-01     | 150.25957  | -3.05710e+03    | -3.17739e+03    | 1.20286e+02   | 3.78570%
1.0e-01     | 157.96354  | -3.13089e+03    | -3.25439e+03    | 1.23497e+02   | 3.79478%
1.0e-01     | 166.06251  | -3.20559e+03    | -3.33022e+03    | 1.24626e+02   | 3.74227%
1.0e-01     | 174.57671  | -3.28122e+03    | -3.40651e+03    | 1.25285e+02   | 3.67782%
