x           | q          | c2g (File 1)    | c2g (File 2)    | Abs Diff      | Rel Diff %
4.0e-01     | 3.36142    | 1.02021e+02     | 9.83555e+01     | 3.66553e+00   | 3.72682%
4.0e-01     | 3.53377    | 9.96927e+01     | 9.60945e+01     | 3.59816e+00   | 3.74440%
4.0e-01     | 3.71495    | 9.72502e+01     | 9.30154e+01     | 4.23478e+00   | 4.55277%
4.0e-01     | 3.90542    | 9.47498e+01     | 9.01576e+01     | 4.59216e+00   | 5.09348%
4.0e-01     | 4.10565    | 9.22401e+01     | 8.71475e+01     | 5.09258e+00   | 5.84363%
4.0e-01     | 4.31615    | 8.97537e+01     | 8.35213e+01     | 6.23241e+00   | 7.46206%
4.0e-01     | 4.53745    | 8.73193e+01     | 8.10676e+01     | 6.25174e+00   | 7.71177%
4.0e-01     | 4.77009    | 8.49554e+01     | 7.83234e+01     | 6.63200e+00   | 8.46746%
4.0e-01     | 5.01465    | 8.26630e+01     | 7.46818e+01     | 7.98122e+00   | 10.68697%
4.0e-01     | 5.27176    | 8.04575e+01     | 7.22063e+01     | 8.25116e+00   | 11.42720%
4.0e-01     | 5.54205    | 7.83428e+01     | 6.97641e+01     | 8.57873e+00   | 12.29677%
4.0e-01     | 5.82620    | 7.63315e+01     | 6.67946e+01     | 9.53691e+00   | 14.27797%
4.0e-01     | 6.12491    | 7.44127e+01     | 6.40216e+01     | 1.03911e+01   | 16.23065%
4.0e-01     | 6.43894    | 7.25836e+01     | 6.17346e+01     | 1.08490e+01   | 17.57356%
4.0e-01     | 6.76907    | 7.08536e+01     | 5.93257e+01     | 1.15279e+01   | 19.43150%
4.0e-01     | 7.11613    | 6.92192e+01     | 5.66970e+01     | 1.25222e+01   | 22.08616%
4.0e-01     | 7.48098    | 6.76693e+01     | 5.45401e+01     | 1.31292e+01   | 24.07252%
4.0e-01     | 7.86454    | 6.62031e+01     | 5.24237e+01     | 1.37794e+01   | 26.28465%
4.0e-01     | 8.26777    | 6.48180e+01     | 5.02726e+01     | 1.45454e+01   | 28.93295%
4.0e-01     | 8.69166    | 6.35147e+01     | 4.81231e+01     | 1.53916e+01   | 31.98384%
4.0e-01     | 9.13729    | 6.22836e+01     | 4.61543e+01     | 1.61293e+01   | 34.94650%
4.0e-01     | 9.60577    | 6.11108e+01     | 4.43336e+01     | 1.67772e+01   | 37.84314%
4.0e-01     | 10.09827   | 6.00066e+01     | 4.25286e+01     | 1.74780e+01   | 41.09712%
4.0e-01     | 10.61602   | 5.89719e+01     | 4.04449e+01     | 1.85270e+01   | 45.80793%
4.0e-01     | 11.16032   | 5.79919e+01     | 3.85526e+01     | 1.94393e+01   | 50.42288%
4.0e-01     | 11.73252   | 5.70691e+01     | 3.69837e+01     | 2.00854e+01   | 54.30875%
4.0e-01     | 12.33406   | 5.61759e+01     | 3.55001e+01     | 2.06758e+01   | 58.24139%
4.0e-01     | 12.96644   | 5.52968e+01     | 3.37070e+01     | 2.15898e+01   | 64.05124%
4.0e-01     | 13.63124   | 5.44573e+01     | 3.21543e+01     | 2.23030e+01   | 69.36226%
4.0e-01     | 14.33013   | 5.36646e+01     | 3.08194e+01     | 2.28452e+01   | 74.12587%
4.0e-01     | 15.06485   | 5.29168e+01     | 2.90882e+01     | 2.38286e+01   | 81.91819%
4.0e-01     | 15.83724   | 5.21931e+01     | 2.70056e+01     | 2.51875e+01   | 93.26776%
4.0e-01     | 16.64923   | 5.14895e+01     | 2.56762e+01     | 2.58133e+01   | 100.53357%
4.0e-01     | 17.50286   | 5.08403e+01     | 2.48780e+01     | 2.59623e+01   | 104.35831%
4.0e-01     | 18.40025   | 5.02086e+01     | 2.30856e+01     | 2.71230e+01   | 117.48920%
4.0e-01     | 19.34365   | 4.95210e+01     | 2.09665e+01     | 2.85545e+01   | 136.19062%
4.0e-01     | 20.33542   | 4.88384e+01     | 1.95192e+01     | 2.93192e+01   | 150.20749%
4.0e-01     | 21.37804   | 4.82281e+01     | 1.85146e+01     | 2.97135e+01   | 160.48742%
4.0e-01     | 22.47412   | 4.76515e+01     | 1.61335e+01     | 3.15180e+01   | 195.35749%
4.0e-01     | 23.62639   | 4.70240e+01     | 1.39437e+01     | 3.30803e+01   | 237.24142%
4.0e-01     | 24.83774   | 4.63153e+01     | 1.28300e+01     | 3.34853e+01   | 260.99361%
4.0e-01     | 26.11120   | 4.55975e+01     | 1.20375e+01     | 3.35600e+01   | 278.79449%
4.0e-01     | 27.44995   | 4.49226e+01     | 9.67420e+00     | 3.52484e+01   | 364.35468%
4.0e-01     | 28.85734   | 4.42505e+01     | 7.56183e+00     | 3.66887e+01   | 485.18242%
4.0e-01     | 30.33688   | 4.35544e+01     | 6.39146e+00     | 3.71629e+01   | 581.44681%
4.0e-01     | 31.89229   | 4.28779e+01     | 5.14892e+00     | 3.77290e+01   | 732.75522%
4.0e-01     | 33.52744   | 4.22082e+01     | 2.44539e+00     | 3.97628e+01   | 1626.03143%
4.0e-01     | 35.24643   | 4.15073e+01     | 4.30510e-01     | 4.10768e+01   | 9541.42529%
4.0e-01     | 37.05355   | 4.07514e+01     | -4.97640e-01    | 4.12490e+01   | 8288.93176%
4.0e-01     | 38.95333   | 3.99939e+01     | -2.06304e+00    | 4.20569e+01   | 2038.59062%
4.0e-01     | 40.95051   | 3.92709e+01     | -4.98843e+00    | 4.42593e+01   | 887.23967%
4.0e-01     | 43.05009   | 3.85256e+01     | -6.84393e+00    | 4.53695e+01   | 662.91634%
4.0e-01     | 45.25731   | 3.76367e+01     | -7.65346e+00    | 4.52902e+01   | 591.76059%
4.0e-01     | 47.57770   | 3.67013e+01     | -9.90807e+00    | 4.66094e+01   | 470.41826%
4.0e-01     | 50.01707   | 3.58718e+01     | -1.32273e+01    | 4.90991e+01   | 371.19538%
4.0e-01     | 52.58150   | 3.55337e+01     | -1.46957e+01    | 5.02294e+01   | 341.79658%
4.0e-01     | 55.27741   | 3.51657e+01     | -1.49465e+01    | 5.01122e+01   | 335.27716%
4.0e-01     | 58.11154   | 3.45237e+01     | -1.79256e+01    | 5.24493e+01   | 292.59407%
4.0e-01     | 61.09098   | 3.36438e+01     | -2.14668e+01    | 5.51106e+01   | 256.72517%
4.0e-01     | 64.22318   | 3.26942e+01     | -2.30480e+01    | 5.57422e+01   | 241.85235%
4.0e-01     | 67.51598   | 3.16207e+01     | -2.36499e+01    | 5.52706e+01   | 233.70337%
4.0e-01     | 70.97760   | 3.04703e+01     | -2.74702e+01    | 5.79405e+01   | 210.92125%
4.0e-01     | 74.61669   | 2.92924e+01     | -3.11251e+01    | 6.04175e+01   | 194.11177%
4.0e-01     | 78.44237   | 2.80860e+01     | -3.25451e+01    | 6.06311e+01   | 186.29857%
4.0e-01     | 82.46420   | 2.68504e+01     | -3.36361e+01    | 6.04865e+01   | 179.82616%
4.0e-01     | 86.69223   | 2.55848e+01     | -3.81124e+01    | 6.36972e+01   | 167.12982%
4.0e-01     | 91.13704   | 2.42886e+01     | -4.17531e+01    | 6.60417e+01   | 158.17190%
4.0e-01     | 95.80973   | 2.29611e+01     | -4.27242e+01    | 6.56853e+01   | 153.74261%
4.0e-01     | 100.72200  | 2.16017e+01     | -4.38340e+01    | 6.54357e+01   | 149.28072%
4.0e-01     | 105.88613  | 2.02098e+01     | -4.82005e+01    | 6.84103e+01   | 141.92864%
4.0e-01     | 111.31503  | 1.87847e+01     | -5.13804e+01    | 7.01651e+01   | 136.56006%
4.0e-01     | 117.02227  | 1.73261e+01     | -5.27089e+01    | 7.00350e+01   | 132.87129%
4.0e-01     | 123.02213  | 1.58333e+01     | -5.56096e+01    | 7.14429e+01   | 128.47222%
4.0e-01     | 129.32961  | 1.43060e+01     | -6.13325e+01    | 7.56385e+01   | 123.32534%
4.0e-01     | 135.96048  | 1.27436e+01     | -6.39335e+01    | 7.66771e+01   | 119.93258%
4.0e-01     | 142.93132  | 1.11457e+01     | -6.41040e+01    | 7.52497e+01   | 117.38691%
4.0e-01     | 150.25957  | 9.51203e+00     | -6.76998e+01    | 7.72118e+01   | 114.05031%
4.0e-01     | 157.96354  | 7.84209e+00     | -7.43670e+01    | 8.22091e+01   | 110.54512%
4.0e-01     | 166.06251  | 6.13558e+00     | -7.68133e+01    | 8.29488e+01   | 107.98766%
4.0e-01     | 174.57671  | 4.39217e+00     | -7.68335e+01    | 8.12257e+01   | 105.71648%
4.0e-01     | 183.52745  | 2.61156e+00     | -8.11440e+01    | 8.37555e+01   | 103.21843%
4.0e-01     | 192.93711  | 7.93446e-01     | -8.65153e+01    | 8.73087e+01   | 100.91712%
4.0e-01     | 202.82920  | -1.06243e+00    | -8.84671e+01    | 8.74047e+01   | 98.79907%
4.0e-01     | 213.22848  | -2.95631e+00    | -8.85241e+01    | 8.55678e+01   | 96.66045%
4.0e-01     | 224.16094  | -4.88845e+00    | -9.44777e+01    | 8.95893e+01   | 94.82582%
4.0e-01     | 235.65391  | -6.85906e+00    | -1.00531e+02    | 9.36715e+01   | 93.17714%
4.0e-01     | 247.73615  | -8.86834e+00    | -1.02576e+02    | 9.37073e+01   | 91.35434%
4.0e-01     | 260.43785  | -1.09165e+01    | -1.03703e+02    | 9.27862e+01   | 89.47328%
4.0e-01     | 273.79079  | -1.30037e+01    | -1.10537e+02    | 9.75334e+01   | 88.23589%
4.0e-01     | 287.82834  | -1.51301e+01    | -1.16023e+02    | 1.00893e+02   | 86.95938%
4.0e-01     | 302.58562  | -1.72959e+01    | -1.17307e+02    | 1.00011e+02   | 85.25587%
4.0e-01     | 318.09951  | -1.95011e+01    | -1.18907e+02    | 9.94064e+01   | 83.59977%
4.0e-01     | 334.40882  | -2.17461e+01    | -1.26329e+02    | 1.04582e+02   | 82.78608%
4.0e-01     | 351.55433  | -2.40308e+01    | -1.31400e+02    | 1.07369e+02   | 81.71172%
4.0e-01     | 369.57891  | -2.63554e+01    | -1.32165e+02    | 1.05809e+02   | 80.05865%
4.0e-01     | 388.52762  | -2.87200e+01    | -1.34931e+02    | 1.06211e+02   | 78.71498%
4.0e-01     | 408.44786  | -3.11246e+01    | -1.42932e+02    | 1.11807e+02   | 78.22415%
5.0e-01     | 1.30000    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
5.0e-01     | 1.36665    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
5.0e-01     | 1.43672    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
5.0e-01     | 1.51038    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
5.0e-01     | 1.58782    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
5.0e-01     | 1.66923    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
5.0e-01     | 1.75482    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
5.0e-01     | 1.84479    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
5.0e-01     | 1.93937    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
5.0e-01     | 2.03881    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
5.0e-01     | 2.14334    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
5.0e-01     | 2.25323    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
5.0e-01     | 2.36875    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
5.0e-01     | 2.49020    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
5.0e-01     | 2.61788    | 8.11223e+01     | 8.14616e+01     | 3.39310e-01   | 0.41653%
5.0e-01     | 2.75210    | 1.10249e+02     | 1.09500e+02     | 7.49230e-01   | 0.68423%
5.0e-01     | 2.89320    | 1.18578e+02     | 1.17330e+02     | 1.24801e+00   | 1.06368%
5.0e-01     | 3.04154    | 1.23686e+02     | 1.22015e+02     | 1.67095e+00   | 1.36946%
5.0e-01     | 3.19748    | 1.27039e+02     | 1.25039e+02     | 2.00017e+00   | 1.59964%
5.0e-01     | 3.36142    | 1.29179e+02     | 1.26658e+02     | 2.52129e+00   | 1.99063%
5.0e-01     | 3.53377    | 1.30426e+02     | 1.27431e+02     | 2.99518e+00   | 2.35044%
5.0e-01     | 3.71495    | 1.31003e+02     | 1.27868e+02     | 3.13545e+00   | 2.45211%
5.0e-01     | 3.90542    | 1.31081e+02     | 1.27547e+02     | 3.53417e+00   | 2.77088%
5.0e-01     | 4.10565    | 1.30795e+02     | 1.26321e+02     | 4.47354e+00   | 3.54139%
5.0e-01     | 4.31615    | 1.30249e+02     | 1.25784e+02     | 4.46454e+00   | 3.54936%
5.0e-01     | 4.53745    | 1.29526e+02     | 1.24432e+02     | 5.09389e+00   | 4.09371%
5.0e-01     | 4.77009    | 1.28687e+02     | 1.23125e+02     | 5.56211e+00   | 4.51745%
5.0e-01     | 5.01465    | 1.27786e+02     | 1.21763e+02     | 6.02316e+00   | 4.94663%
5.0e-01     | 5.27176    | 1.26861e+02     | 1.19716e+02     | 7.14511e+00   | 5.96839%
5.0e-01     | 5.54205    | 1.25950e+02     | 1.18642e+02     | 7.30773e+00   | 6.15947%
5.0e-01     | 5.82620    | 1.25075e+02     | 1.17413e+02     | 7.66214e+00   | 6.52581%
5.0e-01     | 6.12491    | 1.24246e+02     | 1.15371e+02     | 8.87524e+00   | 7.69280%
5.0e-01     | 6.43894    | 1.23485e+02     | 1.14238e+02     | 9.24698e+00   | 8.09449%
5.0e-01     | 6.76907    | 1.22795e+02     | 1.13182e+02     | 9.61330e+00   | 8.49369%
5.0e-01     | 7.11613    | 1.22192e+02     | 1.11555e+02     | 1.06372e+01   | 9.53539%
5.0e-01     | 7.48098    | 1.21670e+02     | 1.10179e+02     | 1.14906e+01   | 10.42901%
5.0e-01     | 7.86454    | 1.21236e+02     | 1.09376e+02     | 1.18604e+01   | 10.84371%
5.0e-01     | 8.26777    | 1.20900e+02     | 1.08310e+02     | 1.25901e+01   | 11.62419%
5.0e-01     | 8.69166    | 1.20663e+02     | 1.06872e+02     | 1.37913e+01   | 12.90454%
5.0e-01     | 9.13729    | 1.20522e+02     | 1.06302e+02     | 1.42201e+01   | 13.37704%
5.0e-01     | 9.60577    | 1.20470e+02     | 1.05661e+02     | 1.48089e+01   | 14.01552%
5.0e-01     | 10.09827   | 1.20496e+02     | 1.04781e+02     | 1.57149e+01   | 14.99781%
5.0e-01     | 10.61602   | 1.20606e+02     | 1.04101e+02     | 1.65053e+01   | 15.85510%
5.0e-01     | 11.16032   | 1.20803e+02     | 1.03690e+02     | 1.71129e+01   | 16.50393%
5.0e-01     | 11.73252   | 1.21081e+02     | 1.03171e+02     | 1.79098e+01   | 17.35930%
5.0e-01     | 12.33406   | 1.21442e+02     | 1.02332e+02     | 1.91096e+01   | 18.67410%
5.0e-01     | 12.96644   | 1.21883e+02     | 1.01982e+02     | 1.99008e+01   | 19.51403%
5.0e-01     | 13.63124   | 1.22402e+02     | 1.01913e+02     | 2.04888e+01   | 20.10417%
5.0e-01     | 14.33013   | 1.22997e+02     | 1.01948e+02     | 2.10493e+01   | 20.64713%
5.0e-01     | 15.06485   | 1.23639e+02     | 1.01747e+02     | 2.18918e+01   | 21.51584%
5.0e-01     | 15.83724   | 1.24316e+02     | 1.01474e+02     | 2.28420e+01   | 22.51019%
5.0e-01     | 16.64923   | 1.25057e+02     | 1.01425e+02     | 2.36325e+01   | 23.30057%
5.0e-01     | 17.50286   | 1.25860e+02     | 1.01421e+02     | 2.44388e+01   | 24.09636%
5.0e-01     | 18.40025   | 1.26729e+02     | 1.01260e+02     | 2.54690e+01   | 25.15211%
5.0e-01     | 19.34365   | 1.27661e+02     | 1.01195e+02     | 2.64655e+01   | 26.15287%
5.0e-01     | 20.33542   | 1.28651e+02     | 1.01520e+02     | 2.71309e+01   | 26.72468%
5.0e-01     | 21.37804   | 1.29704e+02     | 1.01903e+02     | 2.78012e+01   | 27.28211%
5.0e-01     | 22.47412   | 1.30786e+02     | 1.01598e+02     | 2.91883e+01   | 28.72932%
5.0e-01     | 23.62639   | 1.31868e+02     | 1.01286e+02     | 3.05825e+01   | 30.19433%
5.0e-01     | 24.83774   | 1.32991e+02     | 1.01668e+02     | 3.13228e+01   | 30.80883%
5.0e-01     | 26.11120   | 1.34171e+02     | 1.02328e+02     | 3.18429e+01   | 31.11842%
5.0e-01     | 27.44995   | 1.35392e+02     | 1.02145e+02     | 3.32475e+01   | 32.54942%
5.0e-01     | 28.85734   | 1.36626e+02     | 1.02247e+02     | 3.43787e+01   | 33.62309%
5.0e-01     | 30.33688   | 1.37814e+02     | 1.02992e+02     | 3.48221e+01   | 33.81047%
5.0e-01     | 31.89229   | 1.39019e+02     | 1.03680e+02     | 3.53388e+01   | 34.08442%
5.0e-01     | 33.52744   | 1.40299e+02     | 1.03168e+02     | 3.71305e+01   | 35.99020%
5.0e-01     | 35.24643   | 1.41616e+02     | 1.03206e+02     | 3.84098e+01   | 37.21659%
5.0e-01     | 37.05355   | 1.42940e+02     | 1.04115e+02     | 3.88253e+01   | 37.29093%
5.0e-01     | 38.95333   | 1.44316e+02     | 1.04841e+02     | 3.94755e+01   | 37.65287%
5.0e-01     | 40.95051   | 1.45736e+02     | 1.04362e+02     | 4.13739e+01   | 39.64454%
5.0e-01     | 43.05009   | 1.47163e+02     | 1.04685e+02     | 4.24777e+01   | 40.57654%
5.0e-01     | 45.25731   | 1.48485e+02     | 1.05750e+02     | 4.27353e+01   | 40.41168%
5.0e-01     | 47.57770   | 1.49792e+02     | 1.05961e+02     | 4.38313e+01   | 41.36565%
5.0e-01     | 50.01707   | 1.51262e+02     | 1.05011e+02     | 4.62514e+01   | 44.04453%
5.0e-01     | 52.58150   | 1.53064e+02     | 1.05510e+02     | 4.75539e+01   | 45.07053%
5.0e-01     | 55.27741   | 1.54901e+02     | 1.07077e+02     | 4.78241e+01   | 44.66328%
5.0e-01     | 58.11154   | 1.56635e+02     | 1.07278e+02     | 4.93571e+01   | 46.00869%
5.0e-01     | 61.09098   | 1.58179e+02     | 1.06654e+02     | 5.15250e+01   | 48.31042%
5.0e-01     | 64.22318   | 1.59626e+02     | 1.07315e+02     | 5.23106e+01   | 48.74474%
5.0e-01     | 67.51598   | 1.61141e+02     | 1.09045e+02     | 5.20958e+01   | 47.77451%
5.0e-01     | 70.97760   | 1.62649e+02     | 1.08456e+02     | 5.41935e+01   | 49.96841%
5.0e-01     | 74.61669   | 1.64165e+02     | 1.07610e+02     | 5.65555e+01   | 52.55618%
5.0e-01     | 78.44237   | 1.65689e+02     | 1.08410e+02     | 5.72792e+01   | 52.83583%
5.0e-01     | 82.46420   | 1.67219e+02     | 1.10386e+02     | 5.68327e+01   | 51.48534%
5.0e-01     | 86.69223   | 1.68756e+02     | 1.09395e+02     | 5.93614e+01   | 54.26350%
5.0e-01     | 91.13704   | 1.70299e+02     | 1.08637e+02     | 6.16618e+01   | 56.75934%
5.0e-01     | 95.80973   | 1.71847e+02     | 1.09477e+02     | 6.23699e+01   | 56.97067%
5.0e-01     | 100.72200  | 1.73401e+02     | 1.10981e+02     | 6.24198e+01   | 56.24355%
5.0e-01     | 105.88613  | 1.74960e+02     | 1.09996e+02     | 6.49642e+01   | 59.06060%
5.0e-01     | 111.31503  | 1.76523e+02     | 1.09821e+02     | 6.67017e+01   | 60.73662%
5.0e-01     | 117.02227  | 1.78090e+02     | 1.11544e+02     | 6.65460e+01   | 59.65895%
5.0e-01     | 123.02213  | 1.79662e+02     | 1.13081e+02     | 6.65812e+01   | 58.87930%
5.0e-01     | 129.32961  | 1.81236e+02     | 1.11319e+02     | 6.99165e+01   | 62.80707%
5.0e-01     | 135.96048  | 1.82814e+02     | 1.10685e+02     | 7.21286e+01   | 65.16536%
5.0e-01     | 142.93132  | 1.84395e+02     | 1.11782e+02     | 7.26129e+01   | 64.95936%
5.0e-01     | 150.25957  | 1.85979e+02     | 1.12044e+02     | 7.39348e+01   | 65.98717%
5.0e-01     | 157.96354  | 1.87565e+02     | 1.10257e+02     | 7.73079e+01   | 70.11601%
5.0e-01     | 166.06251  | 1.89154e+02     | 1.10399e+02     | 7.87549e+01   | 71.33654%
5.0e-01     | 174.57671  | 1.90744e+02     | 1.12796e+02     | 7.79476e+01   | 69.10464%
5.0e-01     | 183.52745  | 1.92337e+02     | 1.13048e+02     | 7.92894e+01   | 70.13811%
5.0e-01     | 192.93711  | 1.93931e+02     | 1.11698e+02     | 8.22327e+01   | 73.62034%
5.0e-01     | 202.82920  | 1.95526e+02     | 1.12031e+02     | 8.34945e+01   | 74.52770%
5.0e-01     | 213.22848  | 1.97123e+02     | 1.14654e+02     | 8.24687e+01   | 71.92812%
5.0e-01     | 224.16094  | 1.98720e+02     | 1.13386e+02     | 8.53335e+01   | 75.25896%
5.0e-01     | 235.65391  | 2.00319e+02     | 1.11377e+02     | 8.89422e+01   | 79.85706%
5.0e-01     | 247.73615  | 2.01919e+02     | 1.12027e+02     | 8.98925e+01   | 80.24213%
5.0e-01     | 260.43785  | 2.03519e+02     | 1.14951e+02     | 8.85677e+01   | 77.04799%
5.0e-01     | 273.79079  | 2.05120e+02     | 1.12425e+02     | 9.26950e+01   | 82.45054%
5.0e-01     | 287.82834  | 2.06721e+02     | 1.10373e+02     | 9.63479e+01   | 87.29285%
5.0e-01     | 302.58562  | 2.08323e+02     | 1.11482e+02     | 9.68410e+01   | 86.86685%
5.0e-01     | 318.09951  | 2.09925e+02     | 1.14296e+02     | 9.56285e+01   | 83.66711%
5.0e-01     | 334.40882  | 2.11527e+02     | 1.11998e+02     | 9.95288e+01   | 88.86646%
5.0e-01     | 351.55433  | 2.13129e+02     | 1.10424e+02     | 1.02705e+02   | 93.00887%
5.0e-01     | 369.57891  | 2.14731e+02     | 1.11847e+02     | 1.02884e+02   | 91.98620%
5.0e-01     | 388.52762  | 2.16333e+02     | 1.13644e+02     | 1.02689e+02   | 90.36109%
5.0e-01     | 408.44786  | 2.17935e+02     | 1.11033e+02     | 1.06902e+02   | 96.27899%

========================================================================================
                                   SUMMARY STATISTICS
========================================================================================
Total matching points compared: 1044
Maximum absolute difference:    9.12193e+06
Maximum relative difference:    9541.42529%
Average relative difference:    nan%
========================================================================================
